min_cluster_size,min_samples,metric,cluster_selection_method,silhouette,calinski_harabasz,davies_bouldin
2,,euclidean,eom,0.41200517821831,754.2001889141025,0.6249484871828519
2,,euclidean,leaf,-0.17474447313537667,6.687705744266388,1.3656596507071457
2,,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
2,,manhattan,leaf,-0.2361853121901919,5.14609040310136,1.3130423962702524
2,5.0,euclidean,eom,0.41200517821831,754.2001889141025,0.6249484871828519
2,5.0,euclidean,leaf,-0.4766528824364983,5.576520800555972,1.2016321860574732
2,5.0,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
2,5.0,manhattan,leaf,-0.5257276874505333,5.427220972734457,1.250108630601897
2,10.0,euclidean,eom,0.36317426624108673,599.5335752606102,1.4655741588829545
2,10.0,euclidean,leaf,-0.4060835139463797,12.577847582471222,1.2139099902156816
2,10.0,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
2,10.0,manhattan,leaf,-0.6209651957928743,3.797411455970624,1.316197958643457
5,,euclidean,eom,0.41200517821831,754.2001889141025,0.6249484871828519
5,,euclidean,leaf,-0.28890067880168707,25.024837489635214,1.1345026838865229
5,,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
5,,manhattan,leaf,-0.3064986644877055,20.609217187053183,1.183700187995465
5,5.0,euclidean,eom,0.41200517821831,754.2001889141025,0.6249484871828519
5,5.0,euclidean,leaf,-0.28890067880168707,25.024837489635214,1.1345026838865229
5,5.0,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
5,5.0,manhattan,leaf,-0.3064986644877055,20.609217187053183,1.183700187995465
5,10.0,euclidean,eom,0.36317426624108673,599.5335752606102,1.4655741588829545
5,10.0,euclidean,leaf,-0.2661437026248137,34.976979246939415,1.2937427324630428
5,10.0,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
5,10.0,manhattan,leaf,-0.38209893468785255,23.808472149711903,1.2454428937555855
10,,euclidean,eom,0.41200517821831,754.2001889141025,0.6249484871828519
10,,euclidean,leaf,-0.08031632559498192,84.50603663588257,1.3838362804221747
10,,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
10,,manhattan,leaf,-0.03564497725103902,127.51442389041122,1.3033294628965406
10,5.0,euclidean,eom,0.41200517821831,754.2001889141025,0.6249484871828519
10,5.0,euclidean,leaf,-0.1586054278826389,48.96830087993315,1.1731910402049244
10,5.0,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
10,5.0,manhattan,leaf,-0.21392978512561675,41.739343663062584,1.2181951456498017
10,10.0,euclidean,eom,0.41200517821831,754.2001889141025,0.6249484871828519
10,10.0,euclidean,leaf,-0.08031632559498192,84.50603663588257,1.3838362804221747
10,10.0,manhattan,eom,0.41200517821831,754.2001889141025,0.6249484871828519
10,10.0,manhattan,leaf,-0.03564497725103902,127.51442389041122,1.3033294628965406
