min_cluster_size,min_samples,metric,cluster_selection_method,silhouette,calinski_harabasz,davies_bouldin
2,,euclidean,eom,0.1620415129599767,20.106053219197772,1.0767325385691755
2,,euclidean,leaf,0.035577758973732644,11.93018001845315,1.0545108468064512
2,,manhattan,eom,0.14951270778001943,18.70778775223547,1.1078511296548597
2,,manhattan,leaf,0.011623532657201624,10.099707539268334,1.0754561333784807
2,5.0,euclidean,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
2,5.0,euclidean,leaf,-0.37501214637764213,9.498162497726668,1.080631068986773
2,5.0,manhattan,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
2,5.0,manhattan,leaf,-0.4629545536394773,5.849591999400499,1.0863362107034311
2,10.0,euclidean,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
2,10.0,euclidean,leaf,-0.5246096299005835,15.158229728663093,1.055662077952509
2,10.0,manhattan,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
2,10.0,manhattan,leaf,-0.5365630032729003,13.772183968365141,1.070300247945796
5,,euclidean,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
5,,euclidean,leaf,-0.25509403989701684,26.489541029845064,1.0391600954829456
5,,manhattan,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
5,,manhattan,leaf,-0.29921060956947715,19.63812753299899,1.0679422285040834
5,5.0,euclidean,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
5,5.0,euclidean,leaf,-0.25509403989701684,26.489541029845064,1.0391600954829456
5,5.0,manhattan,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
5,5.0,manhattan,leaf,-0.29921060956947715,19.63812753299899,1.0679422285040834
5,10.0,euclidean,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
5,10.0,euclidean,leaf,-0.3447281241764555,41.14579070532583,1.0591234300071224
5,10.0,manhattan,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
5,10.0,manhattan,leaf,-0.3922038246936724,39.13291366791012,1.0412150155724798
10,,euclidean,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
10,,euclidean,leaf,-0.2579611192231815,64.55920129987015,1.0407244417244534
10,,manhattan,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
10,,manhattan,leaf,-0.08740079817266691,101.00303649064885,1.053835387242608
10,5.0,euclidean,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
10,5.0,euclidean,leaf,-0.1795210914854615,57.90491366324617,1.063397614793329
10,5.0,manhattan,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
10,5.0,manhattan,leaf,-0.12656982724247984,75.98687536550023,1.0536380127648048
10,10.0,euclidean,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
10,10.0,euclidean,leaf,-0.2579611192231815,64.55920129987015,1.0407244417244534
10,10.0,manhattan,eom,0.8670311065845322,36113.11601994804,0.16559018665371658
10,10.0,manhattan,leaf,-0.08740079817266691,101.00303649064885,1.053835387242608
